contig_name,prediction,prediction_score
ICTVTaxoChallenge_550174,Benedictvirus,0.20538868
ICTVTaxoChallenge_830976,Steitzviridae,1
ICTVTaxoChallenge_802676,Schitoviridae,1
ICTVTaxoChallenge_416877,Herelleviridae,1
ICTVTaxoChallenge_200437,Skunavirus,1
ICTVTaxoChallenge_193518,Pbunavirus,1
ICTVTaxoChallenge_641317,Genomoviridae,1
ICTVTaxoChallenge_494969,Schitoviridae,1
ICTVTaxoChallenge_50290,Aliceevansviridae,1
ICTVTaxoChallenge_859997,Circoviridae,1
ICTVTaxoChallenge_630419,Caulimoviridae,0.052322168
ICTVTaxoChallenge_552579,Genomoviridae,0.5576909
ICTVTaxoChallenge_376248,Obolenskvirus,1
ICTVTaxoChallenge_207091,Autographiviridae,1
ICTVTaxoChallenge_957518,Autographiviridae,1
ICTVTaxoChallenge_214226,Vividuovirus,0.5908541
ICTVTaxoChallenge_236886,Orthoherpesviridae,1
ICTVTaxoChallenge_263976,Autographiviridae,0.11443979
ICTVTaxoChallenge_692845,Adenoviridae,1
ICTVTaxoChallenge_347446,Peduoviridae,1
ICTVTaxoChallenge_981866,Gordonvirus,0.3669773
ICTVTaxoChallenge_942622,Aliceevansviridae,0.55082655
ICTVTaxoChallenge_926491,Aliceevansviridae,1
ICTVTaxoChallenge_813907,Demerecviridae,1
ICTVTaxoChallenge_606442,Marthavirus,1
ICTVTaxoChallenge_699050,Fiersviridae,1
ICTVTaxoChallenge_845064,Aliceevansviridae,1
ICTVTaxoChallenge_808304,Geminiviridae,1
ICTVTaxoChallenge_535621,Alexandravirus,1
ICTVTaxoChallenge_377258,Aliceevansviridae,0.3936408
ICTVTaxoChallenge_89181,Genomoviridae,1
ICTVTaxoChallenge_783042,Betaflexiviridae,1
ICTVTaxoChallenge_592950,Tectiviridae,1
ICTVTaxoChallenge_865197,Benedictvirus,0.21257763
ICTVTaxoChallenge_268858,Ackermannviridae,1
ICTVTaxoChallenge_30451,Aliceevansviridae,1
ICTVTaxoChallenge_735774,Papillomaviridae,1
ICTVTaxoChallenge_468311,Gordonclarkvirinae,0.09920649
ICTVTaxoChallenge_822088,Papillomaviridae,1
ICTVTaxoChallenge_245838,Papillomaviridae,1
ICTVTaxoChallenge_49572,Straboviridae,1
ICTVTaxoChallenge_642405,Poxviridae,1
ICTVTaxoChallenge_881193,Straboviridae,1
ICTVTaxoChallenge_778212,Peduoviridae,0.16471292
ICTVTaxoChallenge_507142,Geminiviridae,1
ICTVTaxoChallenge_282430,Gordonclarkvirinae,0.48888218
ICTVTaxoChallenge_857073,Arenaviridae,1
ICTVTaxoChallenge_658331,Virgaviridae,1
ICTVTaxoChallenge_866834,Caulimoviridae,1
ICTVTaxoChallenge_431060,Herelleviridae,0.9878632
ICTVTaxoChallenge_810303,Autographiviridae,1
ICTVTaxoChallenge_907983,Steigviridae,1
ICTVTaxoChallenge_300472,Rhabdoviridae,1
ICTVTaxoChallenge_271326,Papillomaviridae,1
ICTVTaxoChallenge_16445,Inoviridae,0.26261345
ICTVTaxoChallenge_192197,Benedictvirus,0.21068636
ICTVTaxoChallenge_664307,Azeredovirinae,0.3241062
ICTVTaxoChallenge_644664,Weiservirinae,1
ICTVTaxoChallenge_939002,Rhabdoviridae,1
ICTVTaxoChallenge_618466,Atkinsviridae,1
ICTVTaxoChallenge_365722,Autographiviridae,1
ICTVTaxoChallenge_30838,Geminiviridae,1
ICTVTaxoChallenge_489470,Gracegardnervirinae,0.97952086
ICTVTaxoChallenge_487490,Skunavirus,1
ICTVTaxoChallenge_258853,Demerecviridae,1
ICTVTaxoChallenge_851862,Vividuovirus,0.5657862
ICTVTaxoChallenge_18880,Geminiviridae,1
ICTVTaxoChallenge_722137,Weiservirinae,1
ICTVTaxoChallenge_131990,Bromoviridae,1
ICTVTaxoChallenge_115766,Rountreeviridae,1
ICTVTaxoChallenge_929684,Demerecviridae,1
ICTVTaxoChallenge_229543,Atkinsviridae,1
ICTVTaxoChallenge_858930,Weiservirinae,1
ICTVTaxoChallenge_453512,Circoviridae,1
ICTVTaxoChallenge_955062,Rhabdoviridae,1
ICTVTaxoChallenge_651620,Jondennisvirinae,0.56085515
ICTVTaxoChallenge_951674,Steitzviridae,0.26193425
ICTVTaxoChallenge_667075,Wizardvirus,1
ICTVTaxoChallenge_1249,Poxviridae,1
ICTVTaxoChallenge_924103,Orlajensenviridae,1
ICTVTaxoChallenge_267087,Adenoviridae,1
ICTVTaxoChallenge_833860,Azeredovirinae,1
ICTVTaxoChallenge_943950,Drexlerviridae,1
ICTVTaxoChallenge_854348,Parvoviridae,1
ICTVTaxoChallenge_76819,Anelloviridae,1
ICTVTaxoChallenge_212399,Herelleviridae,1
ICTVTaxoChallenge_927965,Betaflexiviridae,1
ICTVTaxoChallenge_865572,Geminiviridae,1
ICTVTaxoChallenge_760417,Wizardvirus,1
ICTVTaxoChallenge_822897,Rountreeviridae,1
ICTVTaxoChallenge_94843,Gracegardnervirinae,0.13201064
ICTVTaxoChallenge_430251,Peduoviridae,1
ICTVTaxoChallenge_766812,Caulimoviridae,1
ICTVTaxoChallenge_597489,Rountreeviridae,1
ICTVTaxoChallenge_67865,Drexlerviridae,1
ICTVTaxoChallenge_608585,Gracegardnervirinae,1
ICTVTaxoChallenge_137619,Steigviridae,1
ICTVTaxoChallenge_320790,Peduoviridae,1
ICTVTaxoChallenge_857397,Papillomaviridae,1
ICTVTaxoChallenge_636015,Stanwilliamsviridae,1
ICTVTaxoChallenge_690024,Betaflexiviridae,1
ICTVTaxoChallenge_513985,Caulimoviridae,0.44920516
ICTVTaxoChallenge_942478,Orthoherpesviridae,1
ICTVTaxoChallenge_246099,Mimiviridae,1
ICTVTaxoChallenge_848576,Weiservirinae,0.9186863
ICTVTaxoChallenge_327462,Genomoviridae,1
ICTVTaxoChallenge_36013,Nudiviridae,1
ICTVTaxoChallenge_908260,Pbunavirus,1
ICTVTaxoChallenge_342546,Polyomaviridae,1
ICTVTaxoChallenge_53882,Triavirus,0.65577805
ICTVTaxoChallenge_713054,Poxviridae,0.13704169
ICTVTaxoChallenge_807641,Autographiviridae,1
ICTVTaxoChallenge_499720,Autographiviridae,1
ICTVTaxoChallenge_323353,Aliceevansviridae,1
ICTVTaxoChallenge_83924,Ackermannviridae,1
ICTVTaxoChallenge_819401,Aliceevansviridae,0.9787579
ICTVTaxoChallenge_894212,Rhabdoviridae,1
ICTVTaxoChallenge_752587,Geminiviridae,1
ICTVTaxoChallenge_498699,Rhabdoviridae,1
ICTVTaxoChallenge_138673,Gracegardnervirinae,1
ICTVTaxoChallenge_42757,Virgaviridae,1
ICTVTaxoChallenge_311198,Circoviridae,1
ICTVTaxoChallenge_756668,Caulimoviridae,1
ICTVTaxoChallenge_518464,Closteroviridae,1
ICTVTaxoChallenge_101684,Herelleviridae,0.5791344
ICTVTaxoChallenge_329336,Anelloviridae,0.9617778
ICTVTaxoChallenge_448650,Herelleviridae,1
ICTVTaxoChallenge_604633,Rhabdoviridae,1
ICTVTaxoChallenge_111165,Geminiviridae,1
ICTVTaxoChallenge_289426,Kyanoviridae,1
ICTVTaxoChallenge_801764,Polyomaviridae,1
ICTVTaxoChallenge_731966,Ceeclamvirinae,0.21169126
ICTVTaxoChallenge_941288,Lipothrixviridae,1
ICTVTaxoChallenge_624282,Rhabdoviridae,1
ICTVTaxoChallenge_49674,Schitoviridae,1
ICTVTaxoChallenge_868700,Alphaflexiviridae,1
ICTVTaxoChallenge_49848,Straboviridae,1
ICTVTaxoChallenge_749395,Inoviridae,1
ICTVTaxoChallenge_640085,Fiersviridae,1
ICTVTaxoChallenge_675271,Drexlerviridae,1
ICTVTaxoChallenge_177560,Flaviviridae,1
ICTVTaxoChallenge_26529,Anelloviridae,0.7642555
ICTVTaxoChallenge_822509,Backyardiganvirus,0.23351991
ICTVTaxoChallenge_284862,Azeredovirinae,1
ICTVTaxoChallenge_44165,Suoliviridae,1
ICTVTaxoChallenge_537910,Steitzviridae,1
ICTVTaxoChallenge_31069,Skunavirus,0.32267684
ICTVTaxoChallenge_280558,Azeredovirinae,0.6405456
ICTVTaxoChallenge_871501,Paramyxoviridae,1
ICTVTaxoChallenge_15302,Beenievirus,0.3207778
ICTVTaxoChallenge_178650,Geminiviridae,1
ICTVTaxoChallenge_48897,Schitoviridae,1
ICTVTaxoChallenge_880225,Benedictvirus,0.17676578
ICTVTaxoChallenge_32673,Kyanoviridae,1
ICTVTaxoChallenge_615976,Skunavirus,0.69795793
ICTVTaxoChallenge_977019,Geminiviridae,1
ICTVTaxoChallenge_415313,Kyanoviridae,1
ICTVTaxoChallenge_315220,Poxviridae,1
ICTVTaxoChallenge_96810,Papillomaviridae,1
ICTVTaxoChallenge_259792,Adenoviridae,1
ICTVTaxoChallenge_524861,Poxviridae,1
ICTVTaxoChallenge_587911,Drexlerviridae,1
ICTVTaxoChallenge_338766,Virgaviridae,1
ICTVTaxoChallenge_56278,Demerecviridae,1
ICTVTaxoChallenge_212986,Autographiviridae,1
ICTVTaxoChallenge_987523,Autographiviridae,1
ICTVTaxoChallenge_621813,Bclasvirinae,1
ICTVTaxoChallenge_289189,Closteroviridae,1
ICTVTaxoChallenge_756394,Ackermannviridae,1
ICTVTaxoChallenge_913616,Paramyxoviridae,1
ICTVTaxoChallenge_78407,Bacilladnaviridae,1
ICTVTaxoChallenge_770644,Orthoherpesviridae,1
ICTVTaxoChallenge_657465,Peribunyaviridae,1
ICTVTaxoChallenge_964681,Pbunavirus,1
ICTVTaxoChallenge_686412,Adenoviridae,1
ICTVTaxoChallenge_164423,Coronaviridae,1
ICTVTaxoChallenge_48381,Gracegardnervirinae,1
ICTVTaxoChallenge_75107,Orthoherpesviridae,1
ICTVTaxoChallenge_418083,Picornaviridae,1
ICTVTaxoChallenge_359001,Picornaviridae,1
ICTVTaxoChallenge_65512,Ounavirinae,1
ICTVTaxoChallenge_770293,Inoviridae,1
ICTVTaxoChallenge_468426,Vividuovirus,0.6095947
ICTVTaxoChallenge_874525,Schitoviridae,0.13161838
ICTVTaxoChallenge_523825,Bronfenbrennervirinae,0.4037329
ICTVTaxoChallenge_170843,Stephanstirmvirinae,1
ICTVTaxoChallenge_708146,Genomoviridae,1
ICTVTaxoChallenge_761704,Genomoviridae,1
ICTVTaxoChallenge_793122,Geminiviridae,1
ICTVTaxoChallenge_544857,Picornaviridae,1
ICTVTaxoChallenge_911445,Gracegardnervirinae,1
ICTVTaxoChallenge_116663,Ackermannviridae,1
ICTVTaxoChallenge_581573,Rhabdoviridae,1
ICTVTaxoChallenge_835033,Schitoviridae,1
ICTVTaxoChallenge_731501,Steigviridae,1
ICTVTaxoChallenge_743925,Genomoviridae,1
ICTVTaxoChallenge_187136,Pbunavirus,1
ICTVTaxoChallenge_995210,Gracegardnervirinae,0.9706698
ICTVTaxoChallenge_654865,Wbetavirus,1
ICTVTaxoChallenge_23533,Arenaviridae,1
ICTVTaxoChallenge_236,Autographiviridae,1
ICTVTaxoChallenge_66896,Rhabdoviridae,1
ICTVTaxoChallenge_821618,Orthoherpesviridae,1
ICTVTaxoChallenge_746033,Papillomaviridae,0.25667563
ICTVTaxoChallenge_235684,Genomoviridae,0.063983425
ICTVTaxoChallenge_625808,Inoviridae,0.27760455
ICTVTaxoChallenge_201962,Queuovirinae,0.74341565
ICTVTaxoChallenge_181220,Zierdtviridae,1
ICTVTaxoChallenge_944679,Benedictvirus,0.168776
ICTVTaxoChallenge_135179,Hendrixvirinae,0.35059968
ICTVTaxoChallenge_565585,Sepvirinae,1
ICTVTaxoChallenge_865013,Peduoviridae,0.16154037
ICTVTaxoChallenge_110247,Paramyxoviridae,1
ICTVTaxoChallenge_24648,Suoliviridae,1
ICTVTaxoChallenge_379939,Steitzviridae,0.3521103
ICTVTaxoChallenge_17176,Casjensviridae,1
ICTVTaxoChallenge_865899,Straboviridae,1
ICTVTaxoChallenge_615775,Nimaviridae,1
ICTVTaxoChallenge_879559,Pahexavirus,1
ICTVTaxoChallenge_514063,Ackermannviridae,1
ICTVTaxoChallenge_191960,Autographiviridae,1
ICTVTaxoChallenge_637413,Baculoviridae,1
ICTVTaxoChallenge_155720,Geminiviridae,1
ICTVTaxoChallenge_511896,Parvoviridae,1
ICTVTaxoChallenge_179940,Autographiviridae,1
ICTVTaxoChallenge_970514,Picornaviridae,0.430168
ICTVTaxoChallenge_391206,Intestiviridae,1
ICTVTaxoChallenge_323278,Rhabdoviridae,1
ICTVTaxoChallenge_718456,Autographiviridae,1
ICTVTaxoChallenge_505526,Rhabdoviridae,1
ICTVTaxoChallenge_546770,Tybeckvirinae,1
ICTVTaxoChallenge_105189,Kostyavirus,0.05950592
ICTVTaxoChallenge_395494,Rhabdoviridae,1
ICTVTaxoChallenge_284535,Straboviridae,1
ICTVTaxoChallenge_71155,Straboviridae,1
ICTVTaxoChallenge_422482,Peduoviridae,1
ICTVTaxoChallenge_291771,Circoviridae,1
ICTVTaxoChallenge_102783,Demerecviridae,1
ICTVTaxoChallenge_991854,Rhabdoviridae,1
ICTVTaxoChallenge_812530,Wizardvirus,1
ICTVTaxoChallenge_842276,Nymbaxtervirinae,0.27830163
ICTVTaxoChallenge_985562,Geminiviridae,1
ICTVTaxoChallenge_864289,Poxviridae,1
ICTVTaxoChallenge_283663,Geminiviridae,1
ICTVTaxoChallenge_499999,Secoviridae,1
ICTVTaxoChallenge_708882,Nymbaxtervirinae,0.2622487
ICTVTaxoChallenge_70319,Nymbaxtervirinae,0.35159418
ICTVTaxoChallenge_903139,Schitoviridae,1
ICTVTaxoChallenge_53652,Benedictvirus,0.17807958
ICTVTaxoChallenge_401659,Drexlerviridae,1
ICTVTaxoChallenge_189277,Geminiviridae,1
ICTVTaxoChallenge_870040,Geminiviridae,1
ICTVTaxoChallenge_538254,Intestiviridae,0.8071855
ICTVTaxoChallenge_247659,Steitzviridae,1
ICTVTaxoChallenge_989621,Geminiviridae,1
ICTVTaxoChallenge_452166,Geminiviridae,1
ICTVTaxoChallenge_626525,Microviridae,1
ICTVTaxoChallenge_520188,Herelleviridae,1
ICTVTaxoChallenge_677354,Autographiviridae,1
ICTVTaxoChallenge_846244,Guelinviridae,1
ICTVTaxoChallenge_469134,Herelleviridae,1
ICTVTaxoChallenge_525850,Montyvirus,1
ICTVTaxoChallenge_896800,Salasmaviridae,1
ICTVTaxoChallenge_753847,Nclasvirinae,0.67276007
ICTVTaxoChallenge_189515,Straboviridae,1
ICTVTaxoChallenge_487522,Geminiviridae,1
ICTVTaxoChallenge_336565,Suoliviridae,1
ICTVTaxoChallenge_854017,Steitzviridae,0.07690954
ICTVTaxoChallenge_102925,Virgaviridae,1
ICTVTaxoChallenge_83385,Coronaviridae,1
ICTVTaxoChallenge_49436,Mesyanzhinovviridae,0.37941915
ICTVTaxoChallenge_812767,Polydnaviriformidae,1
ICTVTaxoChallenge_939914,Polyomaviridae,1
ICTVTaxoChallenge_620495,Caulimoviridae,1
ICTVTaxoChallenge_732139,Geminiviridae,1
ICTVTaxoChallenge_211914,Weiservirinae,1
ICTVTaxoChallenge_929488,Mesyanzhinovviridae,1
ICTVTaxoChallenge_490643,Autographiviridae,1
ICTVTaxoChallenge_486527,Ounavirinae,1
ICTVTaxoChallenge_512097,Zobellviridae,1
ICTVTaxoChallenge_325209,Steitzviridae,0.2131304
ICTVTaxoChallenge_420021,Rhabdoviridae,1
ICTVTaxoChallenge_366722,Polyomaviridae,1
ICTVTaxoChallenge_234651,Straboviridae,0.11264062
ICTVTaxoChallenge_415249,Gracegardnervirinae,1
ICTVTaxoChallenge_9787,Fromanvirus,0.08900216
ICTVTaxoChallenge_375148,Salasmaviridae,1
ICTVTaxoChallenge_879092,Straboviridae,1
ICTVTaxoChallenge_566508,Rhabdoviridae,1
ICTVTaxoChallenge_736154,Mimiviridae,0.3816509
ICTVTaxoChallenge_335815,Rhabdoviridae,1
ICTVTaxoChallenge_189341,Demerecviridae,1
ICTVTaxoChallenge_892092,Guernseyvirinae,1
ICTVTaxoChallenge_46530,Geminiviridae,1
ICTVTaxoChallenge_524922,Skurskavirinae,0.71986955
ICTVTaxoChallenge_780062,Skunavirus,1
ICTVTaxoChallenge_398448,Fiersviridae,1
ICTVTaxoChallenge_242776,Phenuiviridae,1
ICTVTaxoChallenge_446864,Aliceevansviridae,1
ICTVTaxoChallenge_965113,Autographiviridae,1
ICTVTaxoChallenge_472403,Smacoviridae,0.1742093
ICTVTaxoChallenge_376857,Genomoviridae,1
ICTVTaxoChallenge_959333,Schitoviridae,1
ICTVTaxoChallenge_810536,Schitoviridae,1
ICTVTaxoChallenge_219615,Redondoviridae,1
ICTVTaxoChallenge_371721,Herelleviridae,1
ICTVTaxoChallenge_211425,Papillomaviridae,0.8575758
ICTVTaxoChallenge_675012,Nclasvirinae,0.2484953
ICTVTaxoChallenge_520581,Adenoviridae,1
ICTVTaxoChallenge_566100,Papillomaviridae,1
ICTVTaxoChallenge_762740,Rhabdoviridae,1
ICTVTaxoChallenge_852854,Peduoviridae,1
ICTVTaxoChallenge_328278,Nclasvirinae,0.65548384
ICTVTaxoChallenge_646930,Gordonclarkvirinae,0.43856362
ICTVTaxoChallenge_901575,Benedictvirus,0.19077599
ICTVTaxoChallenge_960828,Parvoviridae,1
ICTVTaxoChallenge_937321,Nymbaxtervirinae,0.39531395
ICTVTaxoChallenge_520164,Inoviridae,1
ICTVTaxoChallenge_509012,Fromanvirus,0.053881686
ICTVTaxoChallenge_787665,Rhabdoviridae,1
ICTVTaxoChallenge_950047,Baculoviridae,1
ICTVTaxoChallenge_177097,Schitoviridae,1
ICTVTaxoChallenge_79475,Pclasvirinae,0.46386054
ICTVTaxoChallenge_898746,Genomoviridae,1
ICTVTaxoChallenge_146961,Geminiviridae,1
ICTVTaxoChallenge_766838,Straboviridae,1
ICTVTaxoChallenge_453105,Autographiviridae,1
ICTVTaxoChallenge_820632,Geminiviridae,1
ICTVTaxoChallenge_997768,Poxviridae,1
ICTVTaxoChallenge_275271,Autographiviridae,1
ICTVTaxoChallenge_398544,Bornaviridae,1
ICTVTaxoChallenge_934628,Genomoviridae,0.3359472
ICTVTaxoChallenge_530902,Weiservirinae,1
ICTVTaxoChallenge_852692,Geminiviridae,1
ICTVTaxoChallenge_34943,Adenoviridae,1
ICTVTaxoChallenge_367169,Adenoviridae,1
ICTVTaxoChallenge_909498,Pbunavirus,0.092046015
ICTVTaxoChallenge_787467,Hantaviridae,1
ICTVTaxoChallenge_296509,Arquatrovirinae,1
ICTVTaxoChallenge_320751,Gracegardnervirinae,1
ICTVTaxoChallenge_107011,Closteroviridae,1
ICTVTaxoChallenge_649317,Rhabdoviridae,1
ICTVTaxoChallenge_421722,Artoviridae,1
ICTVTaxoChallenge_109592,Rhabdoviridae,0.11494398
ICTVTaxoChallenge_632977,Solspiviridae,1
ICTVTaxoChallenge_276345,Lipothrixviridae,1
ICTVTaxoChallenge_737193,Nymbaxtervirinae,1
ICTVTaxoChallenge_835751,Adenoviridae,1
ICTVTaxoChallenge_278929,Zobellviridae,1
ICTVTaxoChallenge_293815,Vequintavirinae,0.91513723
ICTVTaxoChallenge_185016,Herelleviridae,0.7395554
ICTVTaxoChallenge_654954,Polyomaviridae,1
ICTVTaxoChallenge_318861,Geminiviridae,1
ICTVTaxoChallenge_578750,Papillomaviridae,1
ICTVTaxoChallenge_934103,Demerecviridae,1
ICTVTaxoChallenge_682499,Microviridae,1
ICTVTaxoChallenge_798124,Demerecviridae,1
ICTVTaxoChallenge_347913,Botourmiaviridae,1
ICTVTaxoChallenge_689793,Steitzviridae,0.24889323
ICTVTaxoChallenge_540662,Adenoviridae,1
ICTVTaxoChallenge_66667,Baculoviridae,1
ICTVTaxoChallenge_353230,Straboviridae,1
ICTVTaxoChallenge_24615,Picornaviridae,1
ICTVTaxoChallenge_669087,Herelleviridae,0.04894263
ICTVTaxoChallenge_637707,Weiservirinae,0.8083416
ICTVTaxoChallenge_908243,Phenuiviridae,1
ICTVTaxoChallenge_415729,Picornaviridae,1
ICTVTaxoChallenge_338421,Paramyxoviridae,1
ICTVTaxoChallenge_246838,Casadabanvirus,1
ICTVTaxoChallenge_101381,Skunavirus,1
ICTVTaxoChallenge_577484,Kyanoviridae,1
ICTVTaxoChallenge_377294,Backyardiganvirus,0.2738958
ICTVTaxoChallenge_699292,Kitaviridae,1
ICTVTaxoChallenge_163025,Chimalliviridae,1
ICTVTaxoChallenge_306359,Rhabdoviridae,1
ICTVTaxoChallenge_789622,Peduoviridae,1
ICTVTaxoChallenge_376352,Azeredovirinae,1
ICTVTaxoChallenge_768341,Guelinviridae,1
ICTVTaxoChallenge_944751,Herelleviridae,1
ICTVTaxoChallenge_90405,Coronaviridae,0.112861
ICTVTaxoChallenge_376232,Bclasvirinae,1
ICTVTaxoChallenge_696965,Circoviridae,1
ICTVTaxoChallenge_966767,Genomoviridae,0.30751324
ICTVTaxoChallenge_423807,Tombusviridae,1
ICTVTaxoChallenge_431767,Circoviridae,1
ICTVTaxoChallenge_411722,Straboviridae,1
ICTVTaxoChallenge_426930,Salasmaviridae,1
ICTVTaxoChallenge_277513,Kyanoviridae,1
ICTVTaxoChallenge_279283,Retroviridae,1
ICTVTaxoChallenge_181715,Korravirus,1
ICTVTaxoChallenge_99128,Smacoviridae,1
ICTVTaxoChallenge_18466,Fiersviridae,1
ICTVTaxoChallenge_200196,Baculoviridae,1
ICTVTaxoChallenge_310030,Betaflexiviridae,1
ICTVTaxoChallenge_637907,Rhabdoviridae,1
ICTVTaxoChallenge_56024,Demerecviridae,1
ICTVTaxoChallenge_941962,Chaseviridae,1
ICTVTaxoChallenge_92654,Steitzviridae,1
ICTVTaxoChallenge_613926,Hendrixvirinae,0.08206391
ICTVTaxoChallenge_748499,Smacoviridae,1
ICTVTaxoChallenge_918440,Vividuovirus,0.6120654
ICTVTaxoChallenge_525567,Microviridae,0.1153759
ICTVTaxoChallenge_539302,Chimalliviridae,1
ICTVTaxoChallenge_189989,Inoviridae,1
ICTVTaxoChallenge_464028,Geminiviridae,1
ICTVTaxoChallenge_347312,Steitzviridae,1
ICTVTaxoChallenge_387700,Gracegardnervirinae,0.5571192
ICTVTaxoChallenge_786753,Gracegardnervirinae,1
ICTVTaxoChallenge_251000,Salasmaviridae,1
ICTVTaxoChallenge_278195,Joanripponvirinae,0.12776437
ICTVTaxoChallenge_462774,Demerecviridae,1
ICTVTaxoChallenge_781151,Poxviridae,1
ICTVTaxoChallenge_376692,Papillomaviridae,1
ICTVTaxoChallenge_411471,Closteroviridae,0.44766715
ICTVTaxoChallenge_282416,Wbetavirus,1
ICTVTaxoChallenge_800946,Paclarkvirus,0.7198184
ICTVTaxoChallenge_635028,Iridoviridae,1
ICTVTaxoChallenge_578858,Autographiviridae,1
ICTVTaxoChallenge_329134,Caulimoviridae,0.44920516
ICTVTaxoChallenge_116166,Mesoniviridae,1
ICTVTaxoChallenge_475000,Kyanoviridae,1
ICTVTaxoChallenge_582826,Geminiviridae,1
ICTVTaxoChallenge_196680,Adenoviridae,1
ICTVTaxoChallenge_571239,Aliceevansviridae,1
ICTVTaxoChallenge_771963,Jameshumphriesvirinae,0.3884755
ICTVTaxoChallenge_548888,Rhabdoviridae,1
ICTVTaxoChallenge_926358,Orlajensenviridae,1
ICTVTaxoChallenge_928012,Orthoherpesviridae,1
ICTVTaxoChallenge_124855,Nymbaxtervirinae,0.2898044
ICTVTaxoChallenge_968523,Azeredovirinae,0.36259753
ICTVTaxoChallenge_42966,Picornaviridae,0.61710197
ICTVTaxoChallenge_355334,Caulimoviridae,1
ICTVTaxoChallenge_322294,Autographiviridae,1
ICTVTaxoChallenge_219946,Montyvirus,1
ICTVTaxoChallenge_723559,Suoliviridae,1
ICTVTaxoChallenge_87719,Weiservirinae,1
ICTVTaxoChallenge_355843,Genomoviridae,0.25710866
ICTVTaxoChallenge_780156,Azeredovirinae,0.22312212
ICTVTaxoChallenge_597650,Kyanoviridae,1
ICTVTaxoChallenge_591520,Straboviridae,1
ICTVTaxoChallenge_341455,Queuovirinae,0.56462324
ICTVTaxoChallenge_791691,Arenaviridae,0.6437303
ICTVTaxoChallenge_281957,Rhabdoviridae,1
ICTVTaxoChallenge_231062,Alphaflexiviridae,0.96531904
ICTVTaxoChallenge_674835,Adenoviridae,1
ICTVTaxoChallenge_473882,Coronaviridae,1
ICTVTaxoChallenge_793852,Orthoherpesviridae,1
ICTVTaxoChallenge_156318,Drexlerviridae,1
ICTVTaxoChallenge_229513,Suoliviridae,1
ICTVTaxoChallenge_17604,Sepvirinae,1
ICTVTaxoChallenge_287410,Demerecviridae,1
ICTVTaxoChallenge_295377,Artoviridae,1
ICTVTaxoChallenge_667066,Adenoviridae,1
ICTVTaxoChallenge_61517,Herelleviridae,1
ICTVTaxoChallenge_665856,Chimalliviridae,1
ICTVTaxoChallenge_96715,Papillomaviridae,1
ICTVTaxoChallenge_479684,Peduoviridae,1
ICTVTaxoChallenge_548091,Straboviridae,1
ICTVTaxoChallenge_411643,Genomoviridae,0.06210623
ICTVTaxoChallenge_102682,Peduoviridae,1
ICTVTaxoChallenge_303425,Nyamiviridae,1
ICTVTaxoChallenge_278092,Autographiviridae,0.11339701
ICTVTaxoChallenge_560652,Alexandravirus,1
ICTVTaxoChallenge_94448,Picornaviridae,1
ICTVTaxoChallenge_814182,Suoliviridae,1
ICTVTaxoChallenge_613165,Orthoherpesviridae,1
ICTVTaxoChallenge_20123,Papillomaviridae,1
ICTVTaxoChallenge_392326,Mesyanzhinovviridae,1
ICTVTaxoChallenge_326740,Xinmoviridae,1
ICTVTaxoChallenge_56376,Inoviridae,1
ICTVTaxoChallenge_439847,Chuviridae,1
ICTVTaxoChallenge_364578,Arenaviridae,1
ICTVTaxoChallenge_794330,Bornaviridae,1
ICTVTaxoChallenge_426495,Steitzviridae,1
ICTVTaxoChallenge_842305,Vilmaviridae,0.16841248
ICTVTaxoChallenge_434843,Skunavirus,1
ICTVTaxoChallenge_468316,Weiservirinae,0.6826384
ICTVTaxoChallenge_263592,Fuselloviridae,1
ICTVTaxoChallenge_755564,Peduoviridae,1
ICTVTaxoChallenge_467940,Herelleviridae,1
ICTVTaxoChallenge_786709,Paramyxoviridae,1
ICTVTaxoChallenge_873778,Drexlerviridae,1
ICTVTaxoChallenge_620470,Parvoviridae,1
ICTVTaxoChallenge_435001,Rhabdoviridae,1
ICTVTaxoChallenge_617209,Redondoviridae,1
ICTVTaxoChallenge_149107,Atkinsviridae,1
ICTVTaxoChallenge_479832,Genomoviridae,0.053837456
ICTVTaxoChallenge_606612,Closteroviridae,1
ICTVTaxoChallenge_31544,Virgaviridae,1
ICTVTaxoChallenge_500284,Benedictvirus,0.20138189
ICTVTaxoChallenge_958065,Atkinsviridae,1
ICTVTaxoChallenge_320687,Autographiviridae,1
ICTVTaxoChallenge_724453,Fernvirus,1
ICTVTaxoChallenge_640478,Fernvirus,1
ICTVTaxoChallenge_18131,Papillomaviridae,1
ICTVTaxoChallenge_501342,Picornaviridae,1
ICTVTaxoChallenge_192939,Parvoviridae,1
ICTVTaxoChallenge_472925,Wizardvirus,0.0756134
ICTVTaxoChallenge_107095,Geminiviridae,1
ICTVTaxoChallenge_252498,Botourmiaviridae,1
ICTVTaxoChallenge_461949,Schitoviridae,1
ICTVTaxoChallenge_557338,Geminiviridae,1
ICTVTaxoChallenge_633234,Ignaciovirus,1
ICTVTaxoChallenge_873635,Papillomaviridae,0.31046087
ICTVTaxoChallenge_202986,Casjensviridae,1
ICTVTaxoChallenge_71114,Autographiviridae,1
ICTVTaxoChallenge_560525,Autographiviridae,1
ICTVTaxoChallenge_168651,Togaviridae,1
ICTVTaxoChallenge_615099,Salasmaviridae,1
ICTVTaxoChallenge_461885,Arquatrovirinae,1
